38.1,36.26,9.2201,5,53.183,100.96,98.055,0,14,0.063668,0.0095831,Inf,98.112,1.0796
41.335,13.156,30.91,5,49.392,104.75,96.168,0,19,0.012169,0.047469,Inf,96.287,1.0885
19.148,8.2432,-6.5796,5,50.981,101.97,97.705,0,22,0.019625,0.019742,Inf,97.73,1.1363
30.648,20.047,231.74,5,13.412,-4.2133,248.91,0,6,0.73176,1.0421,Inf,272.32,0.36469
48.547,37.388,133.75,5,49.659,100.38,78.756,0,13,0.0068275,0.0038403,Inf,78.758,1.0379
90.623,46.089,112.18,5,46.468,103.31,101.38,0,15,0.070641,0.03313,Inf,101.5,1.1111
92.388,44.538,248.41,5,45.412,103.31,87.777,0,19,0.091751,0.033089,Inf,87.959,1.3609
64.126,47.783,57.215,5,45.898,103.24,98.3,0,12,0.082032,0.032439,Inf,98.439,1.1092
43.393,15.553,34.595,5,49.44,102.67,96.636,0,18,0.011194,0.026742,Inf,96.674,1.0625
39.579,26.961,26.153,5,51.62,103.05,98.275,0,16,0.032404,0.030509,Inf,98.336,1.0843
49.849,36.019,222.51,5,54.184,100.85,82.21,0,17,0.083684,0.0084706,Inf,82.32,1.3285
73.139,14.457,-81.014,5,75.403,-0.37109,-81.88,0,3,0.50807,1.0037,Inf,132,0.16927
21.512,14.991,157.2,5,-1.6849,17.844,209.93,0,5,1.0337,0.82156,Inf,231.29,0.27885
58.649,46.419,156.33,5,45.66,103.06,84.073,0,12,0.0868,0.030609,Inf,84.241,1.1055
59.671,45.21,107.74,5,45.907,102.94,89.39,0,12,0.081869,0.029358,Inf,89.532,1.0784
68.397,20.44,-3.2522,5,87.625,-0.011546,204.57,0,10,0.7525,1.0001,Inf,230.79,0.6123
63.019,35.898,32.092,5,45.407,102.83,95.303,0,15,0.091852,0.028328,Inf,95.456,1.1466
64.012,26.035,197.43,5,48.895,101.26,80.86,0,17,0.022104,0.012555,Inf,80.878,1.1291
90.998,16.846,190.51,5,47.024,102.98,82.989,0,22,0.059519,0.029843,Inf,83.096,1.1865
31.914,25.409,16.065,5,52.406,103,97.728,0,17,0.048123,0.029963,Inf,97.803,1.1075
81.387,23.158,76.815,5,45.425,100.89,87.721,0,18,0.091506,0.0089254,Inf,87.845,1.0843
37.417,29.986,213.2,5,50.109,101.34,96.909,0,35,0.0021864,0.013358,Inf,96.918,2.4601
42.107,37.416,-1.2634,5,51.836,101.81,101.65,0,14,0.036727,0.018076,Inf,101.68,1.1097
38.99,30.464,269.87,5,14.989,-0.99302,234.73,0,8,0.70023,1.0099,Inf,257.92,0.56816
42.574,43.308,254.02,5,50.779,100.18,97.58,0,35,0.015573,0.0018431,Inf,97.583,3.0607
64.315,36.387,222.86,5,48.841,101.15,78.43,0,16,0.023183,0.011468,Inf,78.447,1.2269
21.283,24.696,151.65,5,-0.47981,36.364,169.01,0,5,1.0096,0.63636,Inf,187.52,0.3102
80.362,16.289,105.59,5,46.861,103.97,83.175,0,20,0.062779,0.039736,Inf,83.329,1.123
82.317,49.827,-40.268,5,46.779,100.1,83.203,0,25,0.064412,0.0010371,Inf,83.266,2.0945
70.657,12.454,33.653,5,45.792,104.42,85.691,0,21,0.084159,0.044204,Inf,85.908,1.1673
86.009,19.484,62.387,5,45.48,104.6,87.318,0,20,0.090407,0.045974,Inf,87.556,1.1338
70.359,14.034,-83.154,5,72.905,-0.74724,-79.28,0,3,0.45809,1.0075,Inf,130.23,0.16979
42.055,13.071,83.066,5,51.198,101.89,94.496,0,18,0.023952,0.018876,Inf,94.522,1.031
31.45,49.174,224.99,5,50.531,102.67,97.42,0,32,0.010624,0.026694,Inf,97.458,2.9572
38.712,49.597,35.414,5,54.635,100.86,90.829,0,11,0.092695,0.0085526,Inf,90.951,1.0648
40.223,34.856,127.53,5,54.006,101.45,86.041,0,14,0.080119,0.014506,Inf,86.146,1.0626
70.865,30.027,110.97,5,45.967,102.35,85.053,0,16,0.08065,0.02346,Inf,85.181,1.0956
59.752,28.041,115.91,5,47.077,100.32,83.635,0,15,0.058469,0.0032005,Inf,83.687,1.0328
29.581,9.9981,-29.465,5,48.883,104.79,95.458,0,22,0.022339,0.047856,Inf,95.584,1.1919
48.029,40.615,28.506,5,51.272,102.9,102.15,0,13,0.025439,0.029001,Inf,102.2,1.094
43.909,47.929,198.12,5,51.292,104.1,71.603,0,15,0.025849,0.041027,Inf,71.732,1.4306
74.563,41.406,244.95,5,46.799,100.72,80.954,0,17,0.064019,0.007211,Inf,81.02,1.3379
62.08,32.329,93.346,5,46.293,104.47,85.882,0,15,0.074137,0.044657,Inf,86.078,1.0911
36.019,33.998,227.59,5,15.282,-0.83836,-40.109,0,10,0.69436,1.0084,Inf,113.94,0.7411
74.198,7.2136,111.39,5,48.533,102.74,82.642,0,21,0.029339,0.027378,Inf,82.7,1.095
50.862,17.06,-88.051,5,100.22,12.138,-40.425,0,11,1.0044,0.87862,Inf,108.98,0.66309
54.329,26.577,116.72,5,48.459,100.13,83.105,0,15,0.030823,0.0013209,Inf,83.119,1.0197
84.001,33.048,-5.7215,5,48.076,100.38,82.516,0,29,0.03848,0.003763,Inf,82.539,1.931
44.821,29.242,-3.7188,5,48.702,103.13,99.51,0,16,0.025954,0.031295,Inf,99.567,1.1276
71.758,36.494,219.42,5,47.346,103.56,81.101,0,17,0.053077,0.035571,Inf,81.222,1.2662
71.664,12.626,148.02,5,48.374,104.12,82.579,0,20,0.032528,0.041176,Inf,82.698,1.1109
55.133,44.711,192.67,5,48.628,102.45,75.18,0,13,0.027437,0.024506,Inf,75.232,1.1706
25.32,33.28,252.6,5,19.979,-1.098,-88.31,0,7,0.60042,1.011,Inf,137.55,0.492
33.456,30.26,20.719,5,52.85,103.83,97.34,0,16,0.057009,0.038283,Inf,97.457,1.1161
23.368,13.516,-49.11,5,49.774,100.72,96.982,0,22,0.0045277,0.0072207,Inf,96.985,1.2156
89.146,23.736,265.09,5,48.576,104.88,82.618,0,24,0.028473,0.04884,Inf,82.774,1.3999
77.932,25.572,192.56,5,46.513,100.02,83.663,0,18,0.069739,0.00017174,Inf,83.736,1.1321
92.204,26.661,155.14,5,45.276,101.93,89.284,0,19,0.094483,0.01931,Inf,89.43,1.1227
34.87,18.767,71.313,5,51.493,103.69,97.847,0,18,0.029861,0.03688,Inf,97.928,1.0892
29.009,32.558,116.32,5,54.631,100.13,90.198,0,15,0.092611,0.0013355,Inf,90.317,1.0618
41.948,46.849,-22.648,5,52.183,102.8,104.99,0,13,0.043669,0.028002,Inf,105.05,1.2091
37.218,11.766,-36.579,5,47.416,103.26,93.37,0,21,0.051678,0.032572,Inf,93.463,1.1777
32.712,21.8,142.86,5,54.436,102.08,92.444,0,18,0.088726,0.020783,Inf,92.574,1.1238
35.01,10.728,156.86,5,54.122,101.46,94.255,0,21,0.082443,0.014628,Inf,94.356,1.1599
23.395,21.195,97.771,5,53.681,101.1,95.771,0,18,0.073629,0.011036,Inf,95.849,1.0821
14.611,39.442,169.4,5,-0.12742,30.014,254.47,0,4,1.0025,0.69986,Inf,268.63,0.28514
13.213,26.714,89.803,5,54.584,101.27,90.963,0,18,0.091686,0.012715,Inf,91.087,1.0976
26.908,41.04,227.68,5,49.792,100.68,96.532,0,32,0.0041557,0.0067646,Inf,96.535,2.5268
82.251,9.132,17.325,5,100.32,5.8513,-45.778,0,4,1.0063,0.94149,Inf,116.15,0.20742
18.068,16.554,158.73,5,-0.63676,16.206,213.05,0,4,1.0127,0.83794,Inf,234.47,0.22385
85.77,19.362,-8.6378,5,87.225,-1.3725,207.7,0,6,0.74449,1.0137,Inf,234.09,0.34007
92.146,40.028,176.61,5,45.307,102.93,94.163,0,17,0.093865,0.029284,Inf,94.326,1.1596
76.817,8.0634,16.22,5,101.55,2.5727,-71.841,0,6,1.031,0.97427,Inf,131.57,0.31326
33.398,37.127,96.878,5,54.433,102.06,92.208,0,14,0.088652,0.020563,Inf,92.337,1.0765
40.633,14.968,-14.074,5,48.089,101.98,95.84,0,19,0.038225,0.019764,Inf,95.88,1.1105
80.82,17.894,26.447,5,103.57,20.455,-34.878,0,5,1.0714,0.79545,Inf,102.05,0.28506
14.403,33.41,177.71,5,51.133,104.72,97.782,0,30,0.022663,0.047216,Inf,97.903,1.9866
32.277,20.514,167.36,5,-0.34171,30.111,194.74,0,7,1.0068,0.69889,Inf,212.94,0.42978
73.988,7.3883,178.13,5,48.889,100.83,82.842,0,21,0.022228,0.0082577,Inf,82.853,1.0975
9.5146,20.047,88.747,5,54.214,102.52,93.819,0,20,0.084285,0.025185,Inf,93.948,1.1158
15.474,37.411,85.418,5,54.636,103.07,86.841,0,16,0.092724,0.030677,Inf,87.018,1.1192
81.482,11.571,226.57,5,49.376,101.71,83.199,0,23,0.012487,0.017073,Inf,83.218,1.2251
71.194,10.785,-48.761,5,81.109,-0.4654,-50.383,0,3,0.62218,1.0047,Inf,116.62,0.16358
29.922,49.306,124.6,5,53.553,101.87,78.868,0,12,0.071056,0.018717,Inf,78.97,1.1004
22.215,18.392,201.07,5,10.434,-2.9961,-56.91,0,6,0.79132,1.03,Inf,124.15,0.34799
66.968,44.404,200.02,5,45.855,103.06,82.472,0,14,0.082892,0.030588,Inf,82.632,1.2043
7.1554,41.107,62.048,5,54.026,101.57,81.219,0,16,0.080517,0.015658,Inf,81.333,1.0985
16.129,14.976,46.578,5,53.159,100.28,96.868,0,20,0.063177,0.0027957,Inf,96.919,1.0926
46.187,27.271,246.76,5,50.605,101.29,97.435,0,38,0.012091,0.012923,Inf,97.445,2.6089
49.164,32.776,28.869,5,48.949,104.84,99.474,0,15,0.021015,0.048428,Inf,99.597,1.1156
68.075,35.14,-36.602,5,49.941,102.65,84.137,0,34,0.001181,0.026453,Inf,84.179,2.5248
64.789,13.174,159.66,5,48.998,102.41,82.868,0,19,0.020041,0.024058,Inf,82.909,1.0786
85.17,23.598,243.7,5,48.139,102.67,82.419,0,22,0.037226,0.026696,Inf,82.483,1.3078
23.16,41.704,144.74,5,51.124,100.49,71.175,0,15,0.022476,0.0049384,Inf,71.185,1.1686
84.721,32.045,186.72,5,45.61,103.61,86.532,0,18,0.087796,0.036115,Inf,86.718,1.1794
73.96,45.933,266.51,5,47.59,103.76,79.853,0,18,0.048206,0.037598,Inf,79.978,1.5219
38.989,15.159,123.54,5,53.119,101.67,95.673,0,18,0.062388,0.016701,Inf,95.739,1.052
80.48,24.416,-8.4774,5,49.642,103.42,83.679,0,32,0.0071694,0.034241,Inf,83.75,1.9632
7.7625,37.311,86.298,5,54.436,103.73,84.145,0,17,0.088716,0.037256,Inf,84.345,1.1245
39.632,29.243,-40.217,5,48.305,100.45,99.609,0,17,0.03391,0.0044952,Inf,99.625,1.1886
