0,-90,25.2
0,-88.997,25.2
0,-87.994,25.2
0,-86.992,25.2
0,-85.989,25.2
0,-84.986,25.2
0,-83.983,25.2
0,-82.981,25.2
0,-81.978,25.2
0,-80.975,25.2
0,-79.972,25.2
0,-78.969,25.2
0,-77.967,25.2
0,-76.964,25.2
0,-75.961,25.2
0,-74.958,25.2
0,-73.955,25.2
0,-72.953,25.2
0,-71.95,25.2
0,-70.947,25.2
0,-69.944,25.2
0,-68.942,25.2
0,-67.939,25.2
0,-66.936,25.2
0,-65.933,25.2
0,-64.93,25.2
0,-63.928,25.2
0,-62.925,25.2
0,-61.922,25.2
0,-60.919,25.2
0,-59.916,25.2
0,-58.914,25.2
0,-57.911,25.2
0,-56.908,25.2
0,-55.905,25.2
0,-54.903,25.2
0,-53.9,25.2
0,-52.897,25.2
0,-51.894,25.2
0,-50.891,25.2
0,-49.889,25.2
0,-48.886,25.2
0,-47.883,25.2
0,-46.88,25.2
0,-45.877,25.2
0,-44.875,25.199
0,-43.872,25.191
0,-42.869,25.18
0,-41.866,25.164
0,-40.864,25.145
0,-39.861,25.123
0,-38.858,25.097
0,-37.855,25.068
0,-36.852,25.035
0,-35.85,25.001
0,-34.847,24.963
0,-33.844,24.923
0,-32.841,24.88
0,-31.838,24.835
0,-30.836,24.788
0,-29.833,24.63
0,-28.83,23.938
0,-27.827,23.254
0,-26.825,22.58
0,-25.822,21.91
0,-24.819,21.246
0,-23.816,20.604
0,-22.813,20.054
0,-21.811,19.498
0,-20.808,18.931
0,-19.805,18.355
0,-18.802,17.764
0,-17.799,17.182
0,-16.797,16.659
0,-15.794,16.115
0,-14.791,15.545
0,-13.788,14.946
0,-12.786,14.316
0,-11.783,13.667
0,-10.78,13.049
0,-9.7772,12.374
0,-8.7744,11.644
0,-7.7716,10.84
0,-6.7688,9.9566
0,-5.766,8.9929
0,-4.7632,7.9624
0,-3.7604,6.78
0,-2.7577,5.3901
0,-1.7549,3.7571
0,-0.75209,1.7665
0,0.2507,0
0,1.2535,0
0,2.2563,0
0,3.2591,0
0,4.2618,0
0,5.2646,0
0,6.2674,0
0,7.2702,-1.8593e-16
0,8.273,-9.4671e-17
0,9.2758,-9.6438e-17
0,10.279,-9.8272e-17
0,11.281,-1.0018e-16
0,12.284,0
0,13.287,0
0,14.29,-3.2036e-16
0,15.292,-2.212e-16
0,16.295,-2.2938e-16
0,17.298,-2.9774e-16
0,18.301,-1.8578e-16
0,19.304,0
0,20.306,0
0,21.309,-6.7218e-16
0,22.312,-4.9132e-16
0,23.315,-4.8675e-16
0,24.318,-3.9393e-16
0,25.32,-3.8022e-16
0,26.323,-1.8197e-16
0,27.326,-1.7214e-16
0,28.329,-1.6503e-15
0,29.331,-1.5614e-15
0,30.334,-4.2961
0,31.337,-12.348
0,32.34,-16.897
0,33.343,-19.907
0,34.345,-22.103
0,35.348,-23.305
0,36.351,-23.419
0,37.354,-23.53
0,38.357,-23.641
0,39.359,-23.753
0,40.362,-23.861
0,41.365,-23.966
0,42.368,-24.068
0,43.37,-24.167
0,44.373,-24.264
0,45.376,-24.359
0,46.379,-24.45
0,47.382,-24.537
0,48.384,-24.621
0,49.387,-24.7
0,50.39,-24.776
0,51.393,-24.846
0,52.396,-24.912
0,53.398,-24.972
0,54.401,-25.027
0,55.404,-25.075
0,56.407,-25.117
0,57.409,-25.151
0,58.412,-25.176
0,59.415,-25.193
