38.1,36.26,9.2201,5,40.673,104.95,90.001,0,14,0.18654,0.049475,9.6781e-06,10.558,1.0796
41.335,13.156,30.91,5,40.673,102.55,90,0,18,0.18654,0.02554,2.8874e-06,9.6702,1.0312
19.148,8.2432,-6.5796,5,40.673,100.22,89.999,0,21,0.18654,0.0021531,5.6403e-06,9.3293,1.0847
30.648,20.047,231.74,5,40.674,100.2,90.021,0,20,0.18653,0.0020209,0.0002288,9.3286,1.2156
48.547,37.388,133.75,5,40.673,104.51,90.003,0,14,0.18653,0.045062,3.5838e-05,10.358,1.1177
90.623,46.089,112.18,5,40.676,104.64,90.228,0,18,0.18648,0.046369,0.0025294,10.416,1.3333
92.388,44.538,248.41,5,40.663,102.56,90.229,0,19,0.18674,0.025642,0.0025433,9.6853,1.3609
64.126,47.783,57.215,5,40.676,103.02,90.378,0,13,0.18648,0.0302,0.0041968,9.8083,1.2016
43.393,15.553,34.595,5,40.673,104.98,90,0,18,0.18654,0.049764,9.2885e-07,10.571,1.0625
39.579,26.961,26.153,5,40.673,101.13,89.998,0,15,0.18654,0.011301,2.6563e-05,9.3951,1.0165
49.849,36.019,222.51,5,40.673,103.27,90.014,0,15,0.18654,0.032748,0.00016073,9.8851,1.1722
73.139,14.457,-81.014,5,40.673,104.36,90,0,24,0.18654,0.043565,4.3786e-06,10.294,1.3541
21.512,14.991,157.2,5,40.673,102.43,90.002,0,20,0.18654,0.024262,2.2672e-05,9.6376,1.1154
58.649,46.419,156.33,5,40.667,104.06,89.969,0,13,0.18667,0.040555,0.0003403,10.176,1.1976
59.671,45.21,107.74,5,40.664,101.93,89.989,0,13,0.18671,0.019285,0.00012542,9.5328,1.1683
68.397,20.44,-3.2522,5,40.673,104.78,90,0,29,0.18654,0.047786,4.7022e-07,10.48,1.7757
63.019,35.898,32.092,5,40.667,100.75,90.057,0,15,0.18666,0.0075031,0.00063223,9.3631,1.1466
64.012,26.035,197.43,5,40.673,104.55,90.009,0,18,0.18653,0.0455,9.4946e-05,10.377,1.1955
90.998,16.846,190.51,5,40.673,104.84,90.003,0,24,0.18653,0.048421,3.3941e-05,10.509,1.2943
31.914,25.409,16.065,5,40.673,100.5,89.999,0,16,0.18654,0.0050157,1.3126e-05,9.3406,1.0423
81.387,23.158,76.815,5,40.674,104.86,89.994,0,21,0.18652,0.048605,6.7908e-05,10.516,1.265
37.417,29.986,213.2,5,40.675,100.49,90.022,0,16,0.18651,0.0049174,0.00024564,9.3385,1.1246
42.107,37.416,-1.2634,5,40.676,100.51,90.01,0,13,0.18649,0.005053,0.00011013,9.3382,1.0304
38.99,30.464,269.87,5,40.673,104.14,90.012,0,19,0.18654,0.041416,0.00013833,10.205,1.3494
42.574,43.308,254.02,5,40.674,101.8,89.851,0,15,0.18653,0.018037,0.0016541,9.5003,1.3117
64.315,36.387,222.86,5,40.674,103.76,89.963,0,16,0.18651,0.037624,0.00040709,10.056,1.2269
21.283,24.696,151.65,5,40.674,102.78,90.022,0,18,0.18652,0.027763,0.00024195,9.7307,1.1167
80.362,16.289,105.59,5,40.673,103.16,90.003,0,22,0.18653,0.031617,3.2958e-05,9.8481,1.2353
82.317,49.827,-40.268,5,40.665,102.6,90.027,0,19,0.1867,0.025992,0.00030358,9.6903,1.5918
70.657,12.454,33.653,5,40.674,101.36,90,0,21,0.18653,0.013643,4.1364e-06,9.4257,1.1673
86.009,19.484,62.387,5,40.674,102.69,89.989,0,22,0.18653,0.026948,0.00012444,9.708,1.2471
70.359,14.034,-83.154,5,40.673,102.41,90,0,26,0.18654,0.024132,2.1859e-06,9.634,1.4715
42.055,13.071,83.066,5,40.673,103,90,0,18,0.18654,0.030041,1.4558e-07,9.7987,1.031
31.45,49.174,224.99,5,40.644,102.32,90.49,0,14,0.18712,0.023168,0.0054411,9.6511,1.2938
38.712,49.597,35.414,5,40.676,103.55,90.008,0,11,0.18649,0.035522,9.1315e-05,9.9781,1.0648
40.223,34.856,127.53,5,40.673,104.77,90,0,14,0.18654,0.047662,3.1313e-06,10.474,1.0626
