49.042,27.966,93.132,5,49.163,77.807,89.458,0.04,13.922,0.61222,0.25387,0.28769,54.85,0.93635
24.547,12.373,103.22,0,35.43,37.178,50.36,0.19606,6.2766,0.35667,0.35072,0.47988,51.536,0.42456
602.55,153.09,10654,0,1255.3,1382.2,2536.1,0.038438,39.395,0.12721,0.123,0.23028,2656,0.18025
