38.1,36.26,9.2201,5,49.72,104.75,89.505,1,15,0.0055944,0.047497,0.0055,4.7839,1.1567
41.335,13.156,30.91,5,49.637,103.31,90.094,1,19,0.0072692,0.033057,0.0010444,3.3312,1.0885
19.148,8.2432,-6.5796,5,49.649,104.73,90.253,1,23,0.0070127,0.047266,0.0028111,4.7497,1.188
30.648,20.047,231.74,5,18.67,-1.6825,-62.313,0,6,0.62661,1.0168,1.6924,185.8,0.36469
48.547,37.388,133.75,5,49.579,101.24,89.705,1,13,0.0084121,0.012359,0.0032778,1.3423,1.0379
90.623,46.089,112.18,5,49.92,102.82,81.533,0,16,0.0016092,0.028244,0.094078,8.9246,1.1851
92.388,44.538,248.41,5,49.952,102.8,92.1,1,19,0.00096491,0.027989,0.023333,3.5003,1.3609
64.126,47.783,57.215,5,49.518,102.38,80.434,0,12,0.0096491,0.023829,0.10629,9.8694,1.1092
43.393,15.553,34.595,5,49.639,101.51,90.156,1,18,0.0072244,0.015137,0.0017333,1.5604,1.0625
39.579,26.961,26.153,5,49.704,101.44,90.182,1,16,0.0059101,0.014396,0.0020222,1.4813,1.0843
49.849,36.019,222.51,5,49.483,104.28,98.244,0,18,0.010346,0.042778,0.0916,9.3032,1.4067
73.139,14.457,-81.014,5,77.63,-4.7517,267.71,0,4,0.55261,1.0475,1.9746,208.13,0.22569
21.512,14.991,157.2,5,7.858,-2.4627,-63.32,0,6,0.84284,1.0246,1.7036,189.16,0.33461
58.649,46.419,156.33,5,49.776,101.44,92.327,1,12,0.0044715,0.014413,0.025856,2.7457,1.1055
59.671,45.21,107.74,5,49.849,102.24,90.796,1,12,0.0030266,0.022405,0.0088444,2.382,1.0784
68.397,20.44,-3.2522,5,50.029,102.15,82.999,0,22,0.00057258,0.021507,0.077789,7.3238,1.3471
63.019,35.898,32.092,5,50.12,103.21,87.165,1,15,0.0024029,0.032116,0.0315,4.2844,1.1466
64.012,26.035,197.43,5,49.594,100.9,89.678,1,17,0.0081181,0.0090225,0.0035778,1.0385,1.1291
90.998,16.846,190.51,5,49.589,104.26,89.784,1,23,0.008229,0.042587,0.0024,4.2852,1.2404
31.914,25.409,16.065,5,49.72,101.5,89.688,1,17,0.0055931,0.014965,0.0034667,1.5575,1.1075
81.387,23.158,76.815,5,49.742,103.25,92.187,1,19,0.0051669,0.032461,0.0243,3.9258,1.1445
37.417,29.986,213.2,5,49.779,104.33,101.22,0,21,0.0044225,0.043282,0.12467,12.029,1.4761
42.107,37.416,-1.2634,5,49.737,101.38,89.421,1,14,0.0052526,0.013778,0.0064333,1.5195,1.1097
38.99,30.464,269.87,5,19.342,-0.57712,-36.535,0,10,0.61317,1.0058,1.4059,164.52,0.7102
42.574,43.308,254.02,5,49.717,100.47,89.466,1,34,0.0056548,0.0047033,0.0059333,0.7656,2.9733
64.315,36.387,222.86,5,49.539,100.81,90.04,1,16,0.009217,0.0080572,0.00044444,0.93286,1.2269
21.283,24.696,151.65,5,49.655,100.69,90.287,1,33,0.006895,0.0068762,0.0031889,0.8231,2.0473
80.362,16.289,105.59,5,49.571,101.33,90.488,1,20,0.0085743,0.013273,0.0054222,1.4802,1.123
82.317,49.827,-40.268,5,49.586,103.2,90.942,1,22,0.0082762,0.032047,0.010467,3.3614,1.8432
70.657,12.454,33.653,5,49.663,100.58,91.806,1,20,0.0067335,0.0057523,0.020067,1.9266,1.1117
