0,-90,25.2
0,-87.994,25.2
0,-85.989,25.2
0,-83.983,25.2
0,-81.978,25.2
0,-79.972,25.2
0,-77.967,25.2
0,-75.961,25.2
0,-73.955,25.2
0,-71.95,25.2
0,-69.944,25.2
0,-67.939,25.2
0,-65.933,25.2
0,-63.928,25.2
0,-61.922,25.2
0,-59.916,25.2
0,-57.911,25.2
0,-55.905,25.2
0,-53.9,25.2
0,-51.894,25.2
0,-49.889,25.2
0,-47.883,25.2
0,-45.877,25.2
0,-43.872,25.191
0,-41.866,25.164
0,-39.861,25.123
0,-37.855,25.068
0,-35.85,25.001
0,-33.844,24.923
0,-31.838,24.835
0,-29.833,24.63
0,-27.827,23.254
0,-25.822,21.91
0,-23.816,20.604
0,-21.811,19.498
0,-19.805,18.355
0,-17.799,17.182
0,-15.794,16.115
0,-13.788,14.946
0,-11.783,13.667
0,-9.7772,12.374
0,-7.7716,10.84
0,-5.766,8.9929
0,-3.7604,6.78
0,-1.7549,3.7571
0,0.2507,0
0,2.2563,0
0,4.2618,0
0,6.2674,0
0,8.273,-9.4671e-17
0,10.279,-9.8272e-17
0,12.284,0
0,14.29,-3.2036e-16
0,16.295,-2.2938e-16
0,18.301,-1.8578e-16
0,20.306,0
0,22.312,-4.9132e-16
0,24.318,-3.9393e-16
0,26.323,-1.8197e-16
0,28.329,-1.6503e-15
0,30.334,-4.2961
0,32.34,-16.897
0,34.345,-22.103
0,36.351,-23.419
0,38.357,-23.641
0,40.362,-23.861
0,42.368,-24.068
0,44.373,-24.264
0,46.379,-24.45
0,48.384,-24.621
0,50.39,-24.776
0,52.396,-24.912
0,54.401,-25.027
0,56.407,-25.117
0,58.412,-25.176
0,60.418,-25.194
0,62.423,-25.151
0,64.429,-25.069
0,66.435,-24.955
0,68.44,-24.816
0,70.446,-24.655
0,72.451,-24.474
0,74.457,-24.278
0,76.462,-24.067
0,78.468,-23.845
0,80.474,-23.611
0,82.479,-23.366
0,84.485,-23.748
0,86.49,-24.49
0,88.496,-25.025
0,90.501,-25.169
0,92.507,-24.791
0,94.513,-24.138
0,96.518,-23.329
0,98.524,-23.49
0,100.53,-23.73
0,102.53,-23.958
0,104.54,-24.174
0,106.55,-24.378
0,108.55,-24.567
0,110.56,-24.738
0,112.56,-24.889
0,114.57,-25.016
0,116.57,-25.114
0,118.58,-25.178
0,120.58,-25.193
0,122.59,-25.151
0,124.6,-25.075
0,126.6,-24.972
0,128.61,-24.846
0,130.61,-24.7
0,132.62,-24.537
0,134.62,-24.359
0,136.63,-24.167
0,138.64,-23.966
0,140.64,-23.753
0,142.65,-23.53
0,144.65,-23.305
0,146.66,-9.0718
0,148.66,9.0502
0,150.67,23.242
0,152.67,23.445
0,154.68,23.635
0,156.69,23.824
0,158.69,24.003
0,160.7,24.176
0,162.7,24.34
0,164.71,24.495
0,166.71,24.639
0,168.72,24.771
0,170.72,24.89
0,172.73,24.993
0,174.74,25.079
0,176.74,25.144
0,178.75,25.187
0,180.75,25.191
0,182.76,25.145
0,184.76,25.068
0,186.77,24.963
0,188.77,24.835
0,190.78,24.687
0,192.79,24.523
0,194.79,24.344
0,196.8,24.15
0,198.8,24.085
0,200.81,24.217
0,202.81,24.344
0,204.82,24.465
0,206.82,24.579
0,208.83,24.687
0,210.84,24.788
0,212.84,24.88
0,214.85,24.963
0,216.85,25.035
0,218.86,25.097
0,220.86,25.145
0,222.87,25.18
0,224.87,25.199
0,226.88,25.2
0,228.89,25.2
0,230.89,25.2
0,232.9,25.2
0,234.9,25.2
0,236.91,25.2
0,238.91,25.2
0,240.92,25.2
0,242.92,25.2
0,244.93,25.2
0,246.94,25.2
0,248.94,25.2
0,250.95,25.2
0,252.95,25.2
0,254.96,25.2
0,256.96,25.2
0,258.97,25.2
0,260.97,25.2
0,262.98,25.2
0,264.99,25.2
0,266.99,25.2
0,269,25.2
1.0101,-90,25.2
1.0101,-87.994,25.2
1.0101,-85.989,25.2
1.0101,-83.983,25.2
1.0101,-81.978,25.2
1.0101,-79.972,25.2
1.0101,-77.967,25.2
1.0101,-75.961,25.2
1.0101,-73.955,25.2
1.0101,-71.95,25.2
1.0101,-69.944,25.2
1.0101,-67.939,25.2
1.0101,-65.933,25.2
1.0101,-63.928,25.2
1.0101,-61.922,25.2
1.0101,-59.916,25.2
1.0101,-57.911,25.2
1.0101,-55.905,25.2
1.0101,-53.9,25.2
1.0101,-51.894,25.2
1.0101,-49.889,25.2
1.0101,-47.883,25.2
